customer_id,customer_unique_id,customer_name,customer_phone,customer_email,customer_city,customer_state,customer_region,customer_tier,is_active,created_date
KH002291,UNIQUE0002291,Vi Ngan Trang,0928531582,vi.ngan.trang043@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Gold,True,2023-04-19T10:44:38
KH002292,UNIQUE0002292,Le Manh Phuc,0986277097,le.manh.phuc836@customer.tgdd.vn,Rach Gia,Kien Giang,South,Gold,True,2024-09-16T10:44:38
KH002293,UNIQUE0002293,Hoang Kiet Xuan,0943325413,hoang.kiet.xuan641@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,True,2024-04-30T10:44:38
KH002294,UNIQUE0002294,Tran Anh Dung,0957078810,tran.anh.dung095@customer.tgdd.vn,Hanoi,Hanoi,North,Silver,True,2023-08-07T10:44:38
KH002295,UNIQUE0002295,Vi Quynh Ai,0990752332,vi.quynh.ai341@customer.tgdd.vn,Long Xuyen,An Giang,South,Diamond,True,2023-08-05T10:44:38
KH002296,UNIQUE0002296,Quach Phuong Hoa,0995879271,quach.phuong.hoa616@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Platinum,True,2025-08-12T10:44:38
KH002297,UNIQUE0002297,Vo Hoai Tuyen,0910212692,vo.hoai.tuyen626@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Gold,True,2025-09-30T10:44:38
KH002298,UNIQUE0002298,Vo Manh Khoa,0925620259,vo.manh.khoa674@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Silver,True,2024-06-27T10:44:38
KH002299,UNIQUE0002299,Kieu Hoai Lam,0950731169,kieu.hoai.lam807@customer.tgdd.vn,Hai Phong,Hai Phong,North,Gold,True,2023-02-01T10:44:38
KH002300,UNIQUE0002300,Chu Duy Phong,0940701878,chu.duy.phong436@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,True,2025-09-19T10:44:38
KH002301,UNIQUE0002301,Trieu Thanh Vinh,0966231820,trieu.thanh.vinh264@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,True,2024-06-13T10:44:38
KH002302,UNIQUE0002302,Ha Ngan Ly,0974463048,ha.ngan.ly486@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Silver,False,2024-11-25T10:44:38
KH002303,UNIQUE0002303,Mai Hung Quoc,0911510946,mai.hung.quoc432@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Platinum,True,2025-06-09T10:44:38
KH002304,UNIQUE0002304,Thoi Ngoc Man,0930598265,thoi.ngoc.man386@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-10-17T10:44:38
KH002305,UNIQUE0002305,Nguyen Lan Kieu,0999623941,nguyen.lan.kieu168@customer.tgdd.vn,Tam Ky,Quang Nam,Central,Platinum,True,2024-05-01T10:44:38
KH002306,UNIQUE0002306,Vu Minh Phi,0947670644,vu.minh.phi586@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Silver,True,2023-05-15T10:44:38
KH002307,UNIQUE0002307,Dang Long Luan,0945828026,đang.long.luan456@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2025-05-16T10:44:38
KH002308,UNIQUE0002308,Ong Giang Chinh,0968770351,ong.giang.chinh851@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Platinum,False,2023-03-29T10:44:38
KH002309,UNIQUE0002309,Quach Ngoc Gia,0972877014,quach.ngoc.gia903@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,False,2024-12-04T10:44:38
KH002310,UNIQUE0002310,Ung Huong Huong,0994113872,ung.huong.huong384@customer.tgdd.vn,Hai Phong,Hai Phong,North,Platinum,True,2023-04-02T10:44:38
KH002311,UNIQUE0002311,Dang Hung Tung,0955723039,đang.hung.tung496@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,True,2024-09-23T10:44:38
KH002312,UNIQUE0002312,Vu Hung Thanh,0977814217,vu.hung.thanh954@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2024-10-26T10:44:38
KH002313,UNIQUE0002313,Quach Hoai Cuc,0974512139,quach.hoai.cuc413@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-07-31T10:44:38
KH002314,UNIQUE0002314,Duong Kim Bi,0925475126,duong.kim.bi865@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-09-07T10:44:38
KH002315,UNIQUE0002315,Quach Thanh Nghia,0958369246,quach.thanh.nghia805@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,False,2025-03-08T10:44:38
KH002316,UNIQUE0002316,Do Linh Huyen,0953821956,đo.linh.huyen179@customer.tgdd.vn,Rach Gia,Kien Giang,South,Gold,True,2023-07-06T10:44:38
KH002317,UNIQUE0002317,Ho Le Luu,0979021393,ho.le.luu565@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Platinum,True,2023-03-05T10:44:38
KH002318,UNIQUE0002318,Ly Thi Man,0980474829,ly.thi.man017@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Diamond,True,2024-10-30T10:44:38
KH002319,UNIQUE0002319,Tran Lan Quyen,0927178296,tran.lan.quyen813@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Silver,False,2025-10-30T10:44:38
KH002320,UNIQUE0002320,Vi Thu Phuong,0988570659,vi.thu.phuong468@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2023-02-13T10:44:38
KH002321,UNIQUE0002321,Kieu Thanh Kien,0971505442,kieu.thanh.kien062@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,True,2025-03-12T10:44:38
KH002322,UNIQUE0002322,Thoi Thanh Nghia,0954754378,thoi.thanh.nghia926@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Platinum,False,2024-04-15T10:44:38
KH002323,UNIQUE0002323,Trieu Anh Truc,0974447346,trieu.anh.truc587@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Silver,True,2024-11-16T10:44:38
KH002324,UNIQUE0002324,Thai Phuc Quoc,0998235224,thai.phuc.quoc746@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Platinum,False,2025-03-26T10:44:38
KH002325,UNIQUE0002325,Ung Giang Sao,0995250313,ung.giang.sao947@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Silver,True,2023-03-18T10:44:38
KH002326,UNIQUE0002326,Pham Anh Tai,0930269327,pham.anh.tai954@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Gold,True,2022-12-29T10:44:38
KH002327,UNIQUE0002327,Truong Kiet Tung,0952326903,truong.kiet.tung431@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Gold,True,2025-09-19T10:44:38
KH002328,UNIQUE0002328,Lam Yen Loc,0973403397,lam.yen.loc209@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Platinum,True,2023-08-06T10:44:38
KH002329,UNIQUE0002329,Vo Dinh Thinh,0946175936,vo.đinh.thinh972@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Diamond,False,2024-09-27T10:44:38
KH002330,UNIQUE0002330,Bui Chi Nga,0961712039,bui.chi.nga433@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-08-16T10:44:38
KH002331,UNIQUE0002331,Ho Quyen Phong,0987744092,ho.quyen.phong452@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2024-08-23T10:44:38
KH002332,UNIQUE0002332,Chu Thu Luu,0983588243,chu.thu.luu050@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,True,2025-05-20T10:44:38
KH002333,UNIQUE0002333,Vu Hai Bao,0995195629,vu.hai.bao368@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Platinum,True,2025-05-14T10:44:38
KH002334,UNIQUE0002334,Phan Trung Tai,0977188165,phan.trung.tai959@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Gold,True,2025-03-11T10:44:38
KH002335,UNIQUE0002335,Vo Xuan Hao,0929237124,vo.xuan.hao241@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Gold,True,2024-06-14T10:44:38
KH002336,UNIQUE0002336,Cao Thi Huong,0984694522,cao.thi.huong762@customer.tgdd.vn,Rach Gia,Kien Giang,South,Platinum,True,2023-10-03T10:44:38
KH002337,UNIQUE0002337,To Duy Luan,0994477753,to.duy.luan377@customer.tgdd.vn,Vinh,Nghe An,North,Gold,True,2024-05-18T10:44:38
KH002338,UNIQUE0002338,Vi Hung Tu,0944501562,vi.hung.tu797@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Diamond,False,2024-05-31T10:44:38
KH002339,UNIQUE0002339,Ho Kim Linh,0946738832,ho.kim.linh817@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2025-10-12T10:44:38
KH002340,UNIQUE0002340,Dinh Hoai Gia,0970411016,đinh.hoai.gia654@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2025-07-22T10:44:38
KH002341,UNIQUE0002341,Do Son Nhan,0967216679,đo.son.nhan358@customer.tgdd.vn,Can Tho,Can Tho,South,Silver,True,2023-11-20T10:44:38
KH002342,UNIQUE0002342,Truong Kiet Thinh,0935768605,truong.kiet.thinh053@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Platinum,True,2023-08-28T10:44:38
KH002343,UNIQUE0002343,Kim Trung Strong,0947998983,kim.trung.strong370@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,False,2025-02-06T10:44:38
KH002344,UNIQUE0002344,Chu Kim Hoa,0985169990,chu.kim.hoa619@customer.tgdd.vn,Vinh,Nghe An,North,Gold,True,2025-10-31T10:44:38
KH002345,UNIQUE0002345,Yen Gia An,0952042191,yen.gia.an526@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2023-12-24T10:44:38
KH002346,UNIQUE0002346,Dang Quyen Mai,0928773638,đang.quyen.mai911@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,False,2023-11-12T10:44:38
KH002347,UNIQUE0002347,Quach Thi Linh,0937522620,quach.thi.linh446@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,VIP,False,2025-09-23T10:44:38
KH002348,UNIQUE0002348,Bui Yen Suong,0992868615,bui.yen.suong387@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2023-07-18T10:44:38
KH002349,UNIQUE0002349,Thai Hoang Duc,0923127377,thai.hoang.đuc245@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,True,2025-06-23T10:44:38
KH002350,UNIQUE0002350,Mai Thu Oanh,0969256351,mai.thu.oanh957@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Diamond,True,2025-05-04T10:44:38
KH002351,UNIQUE0002351,Duong Yen Khanh,0911076555,duong.yen.khanh958@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2023-12-22T10:44:38
KH002352,UNIQUE0002352,To The An,0940318894,to.the.an657@customer.tgdd.vn,Vinh,Nghe An,North,Silver,True,2025-09-08T10:44:38
KH002353,UNIQUE0002353,Truong Minh Tung,0986341927,truong.minh.tung191@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Gold,True,2023-12-02T10:44:38
KH002354,UNIQUE0002354,Vo Quynh Thao,0988051524,vo.quynh.thao238@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Gold,True,2025-10-07T10:44:38
KH002355,UNIQUE0002355,Vi Quan Hung,0983957016,vi.quan.hung641@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Platinum,True,2023-01-07T10:44:38
KH002356,UNIQUE0002356,To Duyen Nga,0996097749,to.duyen.nga921@customer.tgdd.vn,Vung Tau,Ba Ria-Vung Tau,South,Platinum,True,2024-11-17T10:44:38
KH002357,UNIQUE0002357,Trieu My An,0921683197,trieu.my.an464@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2024-06-09T10:44:38
KH002358,UNIQUE0002358,Kieu Xuan Thanh,0913963972,kieu.xuan.thanh044@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Gold,True,2025-02-25T10:44:38
KH002359,UNIQUE0002359,Do Anh Xuan,0978539603,đo.anh.xuan350@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Platinum,True,2024-08-22T10:44:38
KH002360,UNIQUE0002360,Ton Thanh Chi,0924523556,ton.thanh.chi094@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Platinum,True,2023-02-04T10:44:38
KH002361,UNIQUE0002361,Lam Le Tu,0980346147,lam.le.tu374@customer.tgdd.vn,Quang Ninh,Quang Ninh,North,Gold,True,2024-09-12T10:44:38
KH002362,UNIQUE0002362,Kieu Oanh Oanh,0952969840,kieu.oanh.oanh462@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Silver,True,2023-09-24T10:44:38
KH002363,UNIQUE0002363,Doan Manh Nam,0915797844,đoan.manh.nam872@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Gold,True,2023-12-07T10:44:38
KH002364,UNIQUE0002364,Mai Nam Khoa,0920176296,mai.nam.khoa951@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Platinum,True,2025-03-26T10:44:38
KH002365,UNIQUE0002365,Dang Nam Thang,0922426439,đang.nam.thang455@customer.tgdd.vn,Hanoi,Hanoi,North,Gold,True,2025-07-01T10:44:38
KH002366,UNIQUE0002366,Ton Nhat Truong,0911367502,ton.nhat.truong019@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Platinum,False,2025-08-24T10:44:38
KH002367,UNIQUE0002367,Ly Ha Lan,0941538496,ly.ha.lan435@customer.tgdd.vn,Rach Gia,Kien Giang,South,Silver,True,2025-08-07T10:44:38
KH002368,UNIQUE0002368,Bui Duy An,0967706468,bui.duy.an760@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2023-07-06T10:44:38
KH002369,UNIQUE0002369,Do Phuc Vinh,0985722584,đo.phuc.vinh226@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Platinum,True,2023-11-20T10:44:38
KH002370,UNIQUE0002370,Ho Ha Bao,0985309350,ho.ha.bao192@customer.tgdd.vn,Rach Gia,Kien Giang,South,Platinum,True,2024-04-20T10:44:38
KH002371,UNIQUE0002371,Hoang Quoc Toan,0919566569,hoang.quoc.toan318@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2025-04-15T10:44:38
KH002372,UNIQUE0002372,Quach Phuong Hong,0959002930,quach.phuong.hong850@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Silver,True,2025-08-11T10:44:38
KH002373,UNIQUE0002373,Cao Hoang Quyet,0938113892,cao.hoang.quyet954@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Silver,False,2023-12-07T10:44:38
KH002374,UNIQUE0002374,Ong Thi Tien,0935248836,ong.thi.tien935@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Gold,True,2023-12-19T10:44:38
KH002375,UNIQUE0002375,Kim Dinh Bao,0933300411,kim.đinh.bao374@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2023-05-09T10:44:38
KH002376,UNIQUE0002376,To Phuong Huyen,0938604075,to.phuong.huyen181@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Gold,True,2023-11-05T10:44:38
KH002377,UNIQUE0002377,Chu Kim Nhu,0955439454,chu.kim.nhu111@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Gold,True,2023-09-10T10:44:38
KH002378,UNIQUE0002378,Quach Hoai Nghi,0927397080,quach.hoai.nghi055@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Silver,True,2023-12-25T10:44:38
KH002379,UNIQUE0002379,Ton Chi Ai,0985158125,ton.chi.ai430@customer.tgdd.vn,Dong Hoi,Quang Binh,North,VIP,True,2024-03-15T10:44:38
KH002380,UNIQUE0002380,Cao Hao Chuong,0945124353,cao.hao.chuong027@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Silver,True,2023-09-22T10:44:38
KH002381,UNIQUE0002381,Yen Thanh Tam,0920817918,yen.thanh.tam468@customer.tgdd.vn,Vinh,Nghe An,North,Silver,True,2025-10-13T10:44:38
KH002382,UNIQUE0002382,Vi Quyen Oanh,0992229713,vi.quyen.oanh624@customer.tgdd.vn,Bien Hoa,Dong Nai,South,Silver,False,2025-08-20T10:44:38
KH002383,UNIQUE0002383,Le Thu Yen,0975715483,le.thu.yen905@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Silver,True,2024-07-02T10:44:38
KH002384,UNIQUE0002384,Trieu Nam Tien,0996745649,trieu.nam.tien260@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2023-06-11T10:44:38
KH002385,UNIQUE0002385,Truong Minh Strong,0990130024,truong.minh.strong303@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Gold,True,2024-05-29T10:44:38
KH002386,UNIQUE0002386,Dinh Yen Thuy,0938857107,đinh.yen.thuy593@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Platinum,True,2024-06-12T10:44:38
KH002387,UNIQUE0002387,Thai Nhat Tam,0986911096,thai.nhat.tam702@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Platinum,True,2023-09-15T10:44:38
KH002388,UNIQUE0002388,Nguyen Trung Tien,0910224379,nguyen.trung.tien756@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Silver,True,2023-09-13T10:44:38
KH002389,UNIQUE0002389,Duong Tuyet Hoai,0964323279,duong.tuyet.hoai177@customer.tgdd.vn,Nam Dinh,Nam Dinh,North,Gold,True,2022-12-11T10:44:38
KH002390,UNIQUE0002390,Ung Vy Cuc,0931019697,ung.vy.cuc712@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2024-09-18T10:44:38
KH002391,UNIQUE0002391,Dang Chi Trinh,0991170659,đang.chi.trinh012@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Platinum,True,2024-07-04T10:44:38
KH002392,UNIQUE0002392,Vu Yen Vy,0982554537,vu.yen.vy271@customer.tgdd.vn,Can Tho,Can Tho,South,Silver,True,2023-04-11T10:44:38
KH002393,UNIQUE0002393,Ho Thien Tan,0974820959,ho.thien.tan480@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Silver,True,2024-04-11T10:44:38
KH002394,UNIQUE0002394,Bui Phuc Quyet,0926784488,bui.phuc.quyet557@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Gold,True,2025-08-14T10:44:38
KH002395,UNIQUE0002395,Vo Hao Tuan,0955711784,vo.hao.tuan821@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Platinum,True,2025-06-06T10:44:38
KH002396,UNIQUE0002396,Quach Loc An,0979148388,quach.loc.an318@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Platinum,True,2023-06-20T10:44:38
KH002397,UNIQUE0002397,Ha Anh Hoai,0967291965,ha.anh.hoai985@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Gold,True,2023-05-19T10:44:38
KH002398,UNIQUE0002398,Mai Duyen Nhi,0995795465,mai.duyen.nhi204@customer.tgdd.vn,Hanoi,Hanoi,North,Platinum,True,2024-05-26T10:44:38
KH002399,UNIQUE0002399,Ly Anh Toan,0910317716,ly.anh.toan903@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2024-08-25T10:44:38
KH002400,UNIQUE0002400,Tran Xuan Khiem,0911220123,tran.xuan.khiem473@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Gold,True,2023-03-20T10:44:38
KH002401,UNIQUE0002401,Truong Oanh Phong,0932161283,truong.oanh.phong048@customer.tgdd.vn,Hai Phong,Hai Phong,North,Platinum,True,2022-12-14T10:44:38
KH002402,UNIQUE0002402,Yen Hoang Duc,0957136051,yen.hoang.đuc236@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Platinum,True,2023-11-29T10:44:38
KH002403,UNIQUE0002403,Cao Phong Xuan,0942345987,cao.phong.xuan278@customer.tgdd.vn,Hanoi,Hanoi,North,Silver,False,2024-09-29T10:44:38
KH002404,UNIQUE0002404,Phan Thanh Dat,0921079015,phan.thanh.đat056@customer.tgdd.vn,Long Xuyen,An Giang,South,Gold,True,2024-12-20T10:44:38
KH002405,UNIQUE0002405,Pham Anh Bao,0981649661,pham.anh.bao698@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2023-07-07T10:44:38
KH002406,UNIQUE0002406,Ha Vy Nghi,0970978626,ha.vy.nghi748@customer.tgdd.vn,Thanh Hoa,Thanh Hoa,North,Gold,True,2024-12-13T10:44:38
KH002407,UNIQUE0002407,Ngo Trang Loc,0999434374,ngo.trang.loc261@customer.tgdd.vn,Can Tho,Can Tho,South,Diamond,True,2025-04-11T10:44:38
KH002408,UNIQUE0002408,Yen Huong Sao,0968643870,yen.huong.sao236@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Platinum,True,2025-08-15T10:44:38
KH002409,UNIQUE0002409,Ha Hung Hao,0959892656,ha.hung.hao230@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Silver,True,2024-06-26T10:44:38
KH002410,UNIQUE0002410,Chu Hao Linh,0984178338,chu.hao.linh553@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Gold,False,2024-05-22T10:44:38
KH002411,UNIQUE0002411,Vi Loc Son,0916218266,vi.loc.son874@customer.tgdd.vn,Hanoi,Hanoi,North,Gold,True,2023-04-08T10:44:38
KH002412,UNIQUE0002412,Quach Hai Xuan,0977990452,quach.hai.xuan643@customer.tgdd.vn,Vinh,Nghe An,North,Silver,True,2025-05-14T10:44:38
KH002413,UNIQUE0002413,Le Thien Luan,0989859953,le.thien.luan056@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Silver,False,2025-05-02T10:44:38
KH002414,UNIQUE0002414,Vo Lan Kieu,0973616231,vo.lan.kieu841@customer.tgdd.vn,Ha Tinh,Ha Tinh,North,Gold,False,2024-06-17T10:44:38
KH002415,UNIQUE0002415,Ton The Phong,0950172542,ton.the.phong042@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Silver,True,2023-08-13T10:44:38
KH002416,UNIQUE0002416,Ung Thu Oanh,0911131715,ung.thu.oanh403@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Silver,False,2024-12-11T10:44:38
KH002417,UNIQUE0002417,Vu Ngan Thu,0992708173,vu.ngan.thu080@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Platinum,True,2023-11-30T10:44:38
KH002418,UNIQUE0002418,Dang Vy Hien,0966607907,đang.vy.hien427@customer.tgdd.vn,Da Nang,Da Nang,Central,Silver,True,2025-10-06T10:44:38
KH002419,UNIQUE0002419,Thai Huong Chinh,0984373170,thai.huong.chinh337@customer.tgdd.vn,Can Tho,Can Tho,South,VIP,True,2023-12-17T10:44:38
KH002420,UNIQUE0002420,Ton Quan Huy,0933461113,ton.quan.huy745@customer.tgdd.vn,Rach Gia,Kien Giang,South,Gold,True,2023-11-14T10:44:38
KH002421,UNIQUE0002421,To Quan Thai,0963771084,to.quan.thai929@customer.tgdd.vn,Nha Trang,Khanh Hoa,Central,Silver,True,2025-07-29T10:44:38
KH002422,UNIQUE0002422,Luu Thanh Thanh,0929458586,luu.thanh.thanh946@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,True,2023-10-07T10:44:38
KH002423,UNIQUE0002423,Ngo Duyen Anh,0934457437,ngo.duyen.anh394@customer.tgdd.vn,Pleiku,Gia Lai,Central Highlands,Gold,True,2024-10-30T10:44:38
KH002424,UNIQUE0002424,Mai Duyen Sao,0966355113,mai.duyen.sao018@customer.tgdd.vn,Rach Gia,Kien Giang,South,Gold,False,2025-10-17T10:44:38
KH002425,UNIQUE0002425,Pham Phuong Luu,0937412074,pham.phuong.luu438@customer.tgdd.vn,Da Lat,Lam Dong,Central Highlands,Platinum,False,2023-03-04T10:44:38
KH002426,UNIQUE0002426,Mai Nam Thanh,0968310078,mai.nam.thanh442@customer.tgdd.vn,Tuy Hoa,Phu Yen,Central,Platinum,True,2022-12-18T10:44:38
KH002427,UNIQUE0002427,Doan Huu Chuong,0951663375,đoan.huu.chuong259@customer.tgdd.vn,Can Tho,Can Tho,South,Gold,False,2025-02-25T10:44:38
KH002428,UNIQUE0002428,Quach Gia Binh,0992612485,quach.gia.binh359@customer.tgdd.vn,Hai Phong,Hai Phong,North,Silver,True,2023-05-27T10:44:38
KH002429,UNIQUE0002429,Ngo Hoai Suong,0982741246,ngo.hoai.suong953@customer.tgdd.vn,Dong Hoi,Quang Binh,North,Silver,True,2025-05-13T10:44:38
KH002430,UNIQUE0002430,Luu Thien Vinh,0949442315,luu.thien.vinh229@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Silver,True,2024-05-03T10:44:38
KH002431,UNIQUE0002431,Vu Xuan Strong,0979259283,vu.xuan.strong696@customer.tgdd.vn,Hanoi,Hanoi,North,Platinum,True,2023-09-10T10:44:38
KH002432,UNIQUE0002432,Hoang Linh Hien,0935721668,hoang.linh.hien547@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Gold,True,2025-08-25T10:44:38
KH002433,UNIQUE0002433,Chu Anh Long,0916571775,chu.anh.long872@customer.tgdd.vn,Phan Thiet,Binh Thuan,Central,Silver,True,2023-11-16T10:44:38
KH002434,UNIQUE0002434,Thai Ngoc Bi,0955139816,thai.ngoc.bi562@customer.tgdd.vn,Quy Nhon,Binh Dinh,Central,Diamond,True,2024-10-31T10:44:38
KH002435,UNIQUE0002435,Ly Tung Tam,0917064540,ly.tung.tam858@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2025-08-24T10:44:38
KH002436,UNIQUE0002436,Do Kiet Dung,0947837044,đo.kiet.dung891@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Platinum,True,2025-03-06T10:44:38
KH002437,UNIQUE0002437,Ly Ngoc Mai,0993883798,ly.ngoc.mai605@customer.tgdd.vn,Long Xuyen,An Giang,South,Silver,False,2023-04-11T10:44:38
KH002438,UNIQUE0002438,Yen Le Khanh,0982527855,yen.le.khanh110@customer.tgdd.vn,Thai Nguyen,Thai Nguyen,North,Gold,False,2024-08-26T10:44:38
KH002439,UNIQUE0002439,Mai Quynh Linh,0933991851,mai.quynh.linh451@customer.tgdd.vn,Can Tho,Can Tho,South,Silver,True,2023-01-25T10:44:38
KH002440,UNIQUE0002440,Trinh The Xuan,0917664705,trinh.the.xuan294@customer.tgdd.vn,Ho Chi Minh City,HCMC,South,Silver,True,2025-06-07T10:44:38
KH002441,UNIQUE0002441,Lam Xuan Bao,0937084676,lam.xuan.bao620@customer.tgdd.vn,Hue,Thua Thien Hue,Central,Platinum,True,2023-11-16T10:44:38
KH002442,UNIQUE0002442,Ong Phuong Huyen,0956278355,ong.phuong.huyen315@customer.tgdd.vn,Thu Dau Mot,Binh Duong,South,Silver,True,2025-04-05T10:44:38
KH002443,UNIQUE0002443,Hoang Phong Manh,0965701419,hoang.phong.manh173@customer.tgdd.vn,Buon Ma Thuot,Dak Lak,Central Highlands,Gold,True,2023-03-08T10:44:38
KH002444,UNIQUE0002444,Do Nhat Thanh,0942479615,đo.nhat.thanh903@customer.tgdd.vn,Dong Ha,Quang Tri,Central,Platinum,True,2023-09-27T10:44:38
KH002445,UNIQUE0002445,Ngo Quan Thien,0940740898,ngo.quan.thien035@customer.tgdd.vn,Da Nang,Da Nang,Central,Diamond,True,2024-09-19T10:44:38
